Some random text 
101						
SSB-egg-based-survey 						
1992	2013					
1	1	0	0			
99	99		#99 is code for ssb survey 			
1    3370000
1	-1
1	-1
1    2840000
1	-1
1	-1
1    3750000
1	-1
1	-1
1    2900000
1	-1
1	-1
1    2750000
1	-1
1	-1
1    3646000
1	-1
1	-1
1    4289000
1	-1
1	-1
1    5570000
R-idx(log transf)
1998	2012					
1	1	0	0			
0	0
1	0.467656705
1	0.638432004
1	0.232791963
1	0.638170742
1	0.65235593
1	0.358648186
1	0.809318184
1	1.190326879
1	1.063104797
1	0.385761958
1	0.636563318
1	0.330024847
1	0.503952216
1	0.92553681
1	0.834884058
Swept-idx						
2007	2013					
1	1	0.58	0.75			
6	11					
1	0.192833347	0.066149865	0.047027669	0.035354394	0.012980085	0.010398726
1	-1	-1	-1	-1	-1	-1
1	-1	-1	-1	-1	-1	-1
1	0.62958251	0.273344863	0.18997	0.116164047	0.030974702	0.020263107
1	0.995318947	0.463782442	0.226442003	0.099828111	0.051338264	0.046593113
1	1.310799591	0.890325315	0.353939232	0.185671543	0.064728514	0.032820661
1	1.300869937	1.202164384	0.572929131	0.195023604	0.078744988	0.068672101
